"Rank","Company Names","Company Code","Marketcap","Stock Price","Origin Flag","Country"
"1","Microsoft","MSFT","$3.033 T","$407.21","🇺🇸","USA"
"2","Apple","AAPL","$2.951 T","$190.92","🇺🇸","USA"
"3","Saudi Aramco","2222.SR","$2.026 T","$8.34","🇸🇦","S. Arabia"
"4","Alphabet (Google)","GOOG","$1.909 T","$153.46","🇺🇸","USA"
"5","Amazon","AMZN","$1.653 T","$160.05","🇺🇸","USA"
"6","NVIDIA","NVDA","$1.522 T","$616.49","🇺🇸","USA"
"7","Meta Platforms (Facebook)","META","$1.027 T","$399.96","🇺🇸","USA"
"8","Berkshire Hathaway","BRK-B","$826.22 B","$380.36","🇺🇸","USA"
"9","Eli Lilly","LLY","$611.43 B","$644.09","🇺🇸","USA"
"10","TSMC","TSM","$602.86 B","$116.24","🇹🇼","Taiwan"
"11","Tesla","TSLA","$598.97 B","$188.42","🇺🇸","USA"
"12","Broadcom","AVGO","$568.87 B","$1,215","🇺🇸","USA"
"13","Visa","V","$551.51 B","$272.39","🇺🇸","USA"
"14","JPMorgan Chase","JPM","$494.10 B","$171.76","🇺🇸","USA"
"15","Novo Nordisk","NVO","$481.75 B","$108.10","🇩🇰","Denmark"
"16","UnitedHealth","UNH","$465.74 B","$503.55","🇺🇸","USA"
"17","Walmart","WMT","$442.17 B","$164.24","🇺🇸","USA"
"18","LVMH","MC.PA","$418.80 B","$838.43","🇫🇷","France"
"19","Mastercard","MA","$410.65 B","$437.90","🇺🇸","USA"
"20","Exxon Mobil","XOM","$409.90 B","$102.56","🇺🇸","USA"
"21","Johnson & Johnson","JNJ","$384.20 B","$159.60","🇺🇸","USA"
"22","Samsung","005930.KS","$370.23 B","$55.78","🇰🇷","S. Korea"
"23","Procter & Gamble","PG","$366.41 B","$155.72","🇺🇸","USA"
"24","Home Depot","HD","$351.92 B","$353.60","🇺🇸","USA"
"25","ASML","ASML","$349.28 B","$869.98","🇳🇱","Netherlands"
"26","Tencent","TCEHY","$335.48 B","$35.57","🇨🇳","China"
"27","Oracle","ORCL","$312.91 B","$113.48","🇺🇸","USA"
"28","Nestlé","NESN.SW","$307.04 B","$115.08","🇨🇭","Switzerland"
"29","Merck","MRK","$306.56 B","$120.98","🇺🇸","USA"
"30","Costco","COST","$305.70 B","$688.94","🇺🇸","USA"
"31","AbbVie","ABBV","$289.63 B","$164.05","🇺🇸","USA"
"32","Kweichow Moutai","600519.SS","$288.70 B","$229.83","🇨🇳","China"
"33","AMD","AMD","$285.43 B","$176.68","🇺🇸","USA"
"34","Adobe","ADBE","$283.32 B","$626.83","🇺🇸","USA"
"35","Chevron","CVX","$278.75 B","$147.66","🇺🇸","USA"
"36","Salesforce","CRM","$275.28 B","$284.39","🇺🇸","USA"
"37","Toyota","TM","$270.92 B","$200.90","🇯🇵","Japan"
"38","Bank of America","BAC","$263.07 B","$33.32","🇺🇸","USA"
"39","Coca-Cola","KO","$257.22 B","$59.50","🇺🇸","USA"
"40","L'Oréal","OR.PA","$256.79 B","$480.24","🇫🇷","France"
"41","Netflix","NFLX","$251.12 B","$573.77","🇺🇸","USA"
"42","International Holding Company","IHC.AE","$238.62 B","$108.78","🇦🇪","UAE"
"43","ICBC","1398.HK","$238.26 B","$0.49","🇨🇳","China"
"44","Reliance Industries","RELIANCE.NS","$235.83 B","$34.86","🇮🇳","India"
"45","Accenture","ACN","$232.94 B","$371.53","🇮🇪","Ireland"
"46","Pepsico","PEP","$231.18 B","$168.15","🇺🇸","USA"
"47","Roche","ROG.SW","$230.16 B","$285.70","🇨🇭","Switzerland"
"48","Hermès","RMS.PA","$222.44 B","$2,124","🇫🇷","France"
"49","Novartis","NVS","$220.64 B","$107.34","🇨🇭","Switzerland"
"50","Thermo Fisher Scientific","TMO","$214.45 B","$555.06","🇺🇸","USA"
"51","McDonald","MCD","$213.79 B","$289.84","🇺🇸","USA"
"52","Cisco","CSCO","$212.03 B","$52.18","🇺🇸","USA"
"53","AstraZeneca","AZN","$207.86 B","$67.04","🇬🇧","UK"
"54","SAP","SAP","$206.32 B","$175.14","🇩🇪","Germany"
"55","Shell","SHEL","$205.02 B","$63.10","🇬🇧","UK"
"56","PetroChina","601857.SS","$204.51 B","$1.17","🇨🇳","China"
"57","Abbott Laboratories","ABT","$196.15 B","$112.99","🇺🇸","USA"
"58","Linde","LIN","$195.81 B","$403.84","🇬🇧","UK"
"59","T-Mobile US","TMUS","$193.84 B","$162.10","🇺🇸","USA"
"60","China Mobile","0941.HK","$190.45 B","$8.66","🇨🇳","China"
"61","Agricultural Bank of China","601288.SS","$185.76 B","$0.54","🇨🇳","China"
"62","Comcast","CMCSA","$185.35 B","$46.05","🇺🇸","USA"
"63","Intel","INTC","$183.30 B","$43.36","🇺🇸","USA"
"64","Alibaba","BABA","$183.27 B","$73.31","🇨🇳","China"
"65","Wells Fargo","WFC","$180.98 B","$50.29","🇺🇸","USA"
"66","Intuit","INTU","$180.96 B","$646.44","🇺🇸","USA"
"67","Walt Disney","DIS","$176.59 B","$96.28","🇺🇸","USA"
"68","Verizon","VZ","$176.21 B","$41.92","🇺🇸","USA"
"69","Pinduoduo","PDD","$173.97 B","$130.95","🇨🇳","China"
"70","Danaher","DHR","$171.22 B","$231.72","🇺🇸","USA"
"71","IBM","IBM","$170.81 B","$187.06","🇺🇸","USA"
"72","QUALCOMM","QCOM","$166.73 B","$149.29","🇺🇸","USA"
"73","Amgen","AMGN","$166.33 B","$310.80","🇺🇸","USA"
"74","Tata Consultancy Services","TCS.NS","$165.51 B","$45.75","🇮🇳","India"
"75","ServiceNow","NOW","$159.28 B","$777.02","🇺🇸","USA"
"76","Bank of China","601988.SS","$157.80 B","$0.60","🇨🇳","China"
"77","BHP Group","BHP","$155.91 B","$61.62","🇦🇺","Australia"
"78","Nike","NKE","$155.14 B","$102.40","🇺🇸","USA"
"79","Pfizer","PFE","$154.59 B","$27.38","🇺🇸","USA"
"80","Caterpillar","CAT","$152.82 B","$300.20","🇺🇸","USA"
"81","TotalEnergies","TTE","$152.66 B","$65.11","🇫🇷","France"
"82","China Construction Bank","601939.SS","$152.19 B","$0.96","🇨🇳","China"
"83","HSBC","HSBC","$150.68 B","$39.36","🇬🇧","UK"
"84","Texas Instruments","TXN","$149.94 B","$164.96","🇺🇸","USA"
"85","Union Pacific Corporation","UNP","$147.13 B","$241.36","🇺🇸","USA"
"86","American Express","AXP","$144.17 B","$199.41","🇺🇸","USA"
"87","Dior","CDI.PA","$143.79 B","$797.06","🇫🇷","France"
"88","Siemens","SIE.DE","$142.76 B","$180.73","🇩🇪","Germany"
"89","Morgan Stanley","MS","$142.26 B","$86.68","🇺🇸","USA"
"90","General Electric","GE","$142.04 B","$130.51","🇺🇸","USA"
"91","Philip Morris","PM","$141.64 B","$91.24","🇺🇸","USA"
"92","S&P Global","SPGI","$141.35 B","$446.20","🇺🇸","USA"
"93","HDFC Bank","HDB","$139.45 B","$55.09","🇮🇳","India"
"94","Applied Materials","AMAT","$139.04 B","$167.11","🇺🇸","USA"
"95","Royal Bank Of Canada","RY","$138.12 B","$98.20","🇨🇦","Canada"
"96","Uber","UBER","$136.72 B","$66.44","🇺🇸","USA"
"97","United Parcel Service","UPS","$133.69 B","$156.93","🇺🇸","USA"
"98","Honeywell","HON","$132.66 B","$201.23","🇺🇸","USA"
"99","Intuitive Surgical","ISRG","$132.41 B","$376.09","🇺🇸","USA"
"100","Prosus","PRX.AS","$132.30 B","$30.28","🇳🇱","Netherlands"
"101","ConocoPhillips","COP","$131.93 B","$111.11","🇺🇸","USA"
"102","Inditex","IDEXY","$131.18 B","$21.07","🇪🇸","Spain"
"103","Raytheon Technologies","RTX","$129.57 B","$90.12","🇺🇸","USA"
"104","Commonwealth Bank","CBA.AX","$127.96 B","$76.42","🇦🇺","Australia"
"105","Airbus","AIR.PA","$126.78 B","$161.01","🇳🇱","Netherlands"
"106","Sanofi","SNY","$125.63 B","$50.20","🇫🇷","France"
"107","Boeing","BA","$123.64 B","$204.38","🇺🇸","USA"
"108","Deutsche Telekom","DTE.DE","$123.57 B","$24.85","🇩🇪","Germany"
"109","Anheuser-Busch Inbev","BUD","$123.47 B","$62.08","🇧🇪","Belgium"
"110","Goldman Sachs","GS","$122.87 B","$376.80","🇺🇸","USA"
"111","AT&T","T","$122.83 B","$17.18","🇺🇸","USA"
"112","Booking Holdings (Booking.com)","BKNG","$122.51 B","$3,511","🇺🇸","USA"
"113","Unilever","UL","$121.22 B","$48.48","🇬🇧","UK"
"114","Nextera Energy","NEE","$121.21 B","$59.08","🇺🇸","USA"
"115","Lowe's Companies","LOW","$120.72 B","$209.91","🇺🇸","USA"
"116","Prologis","PLD","$120.53 B","$127.24","🇺🇸","USA"
"117","Sony","SONY","$119.11 B","$96.80","🇯🇵","Japan"
"118","Stryker Corporation","SYK","$118.59 B","$312.14","🇺🇸","USA"
"119","Charles Schwab","SCHW","$116.42 B","$63.88","🇺🇸","USA"
"120","BlackRock","BLK","$116.37 B","$783.68","🇺🇸","USA"
"121","Medtronic","MDT","$115.13 B","$86.59","🇮🇪","Ireland"
"122","Rio Tinto","RIO","$114.78 B","$70.74","🇬🇧","UK"
"123","Elevance Health","ELV","$113.89 B","$484.74","🇺🇸","USA"
"124","Vertex Pharmaceuticals","VRTX","$111.20 B","$431.55","🇺🇸","USA"
"125","Petrobras","PBR","$110.60 B","$17.06","🇧🇷","Brazil"
"126","Deere & Company","DE","$110.41 B","$394.34","🇺🇸","USA"
"127","Lam Research","LRCX","$110.10 B","$838.68","🇺🇸","USA"
"128","Schneider Electric","SU.PA","$110.05 B","$197.13","🇫🇷","France"
"129","NTT (Nippon Telegraph & Telephone)","NPPXF","$109.92 B","$1.29","🇯🇵","Japan"
"130","CM Bank","3968.HK","$109.87 B","$3.79","🇨🇳","China"
"131","Mitsubishi UFJ Financial","MUFG","$109.61 B","$9.20","🇯🇵","Japan"
"132","Toronto Dominion Bank","TD","$109.57 B","$61.19","🇨🇦","Canada"
"133","Keyence","6861.T","$109.32 B","$450.78","🇯🇵","Japan"
"134","TJX Companies","TJX","$109.30 B","$95.91","🇺🇸","USA"
"135","Palo Alto Networks","PANW","$108.31 B","$343.53","🇺🇸","USA"
"136","Shopify","SHOP","$105.41 B","$82.08","🇨🇦","Canada"
"137","Starbucks","SBUX","$105.12 B","$92.84","🇺🇸","USA"
"138","Progressive","PGR","$104.81 B","$179.08","🇺🇸","USA"
"139","Allianz","ALV.DE","$104.30 B","$266.28","🇩🇪","Germany"
"140","Lockheed Martin","LMT","$103.74 B","$429.34","🇺🇸","USA"
"141","Regeneron Pharmaceuticals","REGN","$103.40 B","$949.16","🇺🇸","USA"
"142","Mondelez","MDLZ","$102.53 B","$75.34","🇺🇸","USA"
"143","Citigroup","C","$102.45 B","$53.84","🇺🇸","USA"
"144","Bristol-Myers Squibb","BMY","$100.74 B","$49.51","🇺🇸","USA"
"145","BP","BP","$100.66 B","$35.36","🇬🇧","UK"
"146","Micron Technology","MU","$99.07 B","$88.59","🇺🇸","USA"
"147","Gilead Sciences","GILD","$98.88 B","$79.36","🇺🇸","USA"
"148","Chubb","CB","$98.32 B","$241.01","🇨🇭","Switzerland"
"149","Eaton","ETN","$98.12 B","$245.74","🇮🇪","Ireland"
"150","Air Liquide","AI.PA","$97.54 B","$186.07","🇫🇷","France"
"151","TAQA","TAQA.AE","$97.05 B","$0.86","🇦🇪","UAE"
"152","Automatic Data Processing","ADP","$96.96 B","$235.75","🇺🇸","USA"
"153","Airbnb","ABNB","$96.74 B","$150.95","🇺🇸","USA"
"154","Analog Devices","ADI","$96.68 B","$194.99","🇺🇸","USA"
"155","Al Rajhi Bank","1120.SR","$96.58 B","$24.15","🇸🇦","S. Arabia"
"156","UBS","UBS","$96.10 B","$29.72","🇨🇭","Switzerland"
"157","China Shenhua Energy","601088.SS","$94.50 B","$4.97","🇨🇳","China"
"158","CVS Health","CVS","$94.10 B","$73.12","🇺🇸","USA"
"159","AIA","1299.HK","$93.93 B","$8.29","🇭🇰","Hong Kong"
"160","Marsh & McLennan Companies","MMC","$93.86 B","$190.78","🇺🇸","USA"
"161","CNOOC","0883.HK","$93.57 B","$1.88","🇨🇳","China"
"162","CSL","CSL.AX","$93.39 B","$193.32","🇦🇺","Australia"
"163","China Life Insurance","601628.SS","$93.21 B","$4.04","🇨🇳","China"
"164","Ping An Insurance","601318.SS","$93.02 B","$5.71","🇨🇳","China"
"165","American Tower","AMT","$91.78 B","$196.90","🇺🇸","USA"
"166","Blackstone Group","BX","$91.37 B","$126.56","🇺🇸","USA"
"167","Sinopec","600028.SS","$91.20 B","$0.83","🇨🇳","China"
"168","CATL","300750.SZ","$90.08 B","$20.48","🇨🇳","China"
"169","Tokyo Electron","8035.T","$89.93 B","$189.64","🇯🇵","Japan"
"170","MercadoLibre","MELI","$89.59 B","$1,772","🇦🇷","Argentina"
"171","Boston Scientific","BSX","$89.42 B","$61.04","🇺🇸","USA"
"172","EssilorLuxottica","EL.PA","$88.95 B","$196.78","🇫🇷","France"
"173","Zoetis","ZTS","$87.92 B","$191.52","🇺🇸","USA"
"174","Compagnie Financière Richemont","CFR.SW","$87.55 B","$149.07","🇨🇭","Switzerland"
"175","Cigna","CI","$87.07 B","$297.57","🇺🇸","USA"
"176","ICICI Bank","IBN","$85.68 B","$24.26","🇮🇳","India"
"177","Fiserv","FI","$85.28 B","$142.10","🇺🇸","USA"
"178","Equinor","EQNR","$85.09 B","$28.92","🇳🇴","Norway"
"179","Infosys","INFY","$83.23 B","$20.11","🇮🇳","India"
"180","Arista Networks","ANET","$83.14 B","$267.26","🇺🇸","USA"
"181","China Yangtze Power","600900.SS","$82.71 B","$3.38","🇨🇳","China"
"182","Bharti Airtel","BHARTIARTL.NS","$82.22 B","$13.99","🇮🇳","India"
"183","Fast Retailing","9983.T","$81.19 B","$264.73","🇯🇵","Japan"
"184","Synopsys","SNPS","$81.18 B","$532.29","🇺🇸","USA"
"185","KLA","KLAC","$81.14 B","$596.97","🇺🇸","USA"
"186","Diageo","DEO","$80.56 B","$144.24","🇬🇧","UK"
"187","GlaxoSmithKline","GSK","$80.01 B","$38.89","🇬🇧","UK"
"188","Cadence Design Systems","CDNS","$79.61 B","$292.62","🇺🇸","USA"
"189","Canadian National Railway","CNI","$79.14 B","$123.12","🇨🇦","Canada"
"190","Illinois Tool Works","ITW","$78.84 B","$262.04","🇺🇸","USA"
"191","ABB","ABBN.SW","$78.74 B","$42.78","🇨🇭","Switzerland"
"192","RELX","RELX","$78.06 B","$41.42","🇬🇧","UK"
"193","Safran","SAF.PA","$77.88 B","$188.47","🇫🇷","France"
"194","Sherwin-Williams","SHW","$77.60 B","$303.17","🇺🇸","USA"
"195","Equinix","EQIX","$77.37 B","$824.18","🇺🇸","USA"
"196","Workday","WDAY","$77.11 B","$293.21","🇺🇸","USA"
"197","BNP Paribas","BNP.PA","$76.88 B","$67.01","🇫🇷","France"
"198","KKR & Co.","KKR","$76.79 B","$86.39","🇺🇸","USA"
"199","Shin-Etsu Chemical","4063.T","$76.34 B","$38.26","🇯🇵","Japan"
"200","Enbridge","ENB","$76.13 B","$35.82","🇨🇦","Canada"
"201","HCA Healthcare","HCA","$75.76 B","$283.05","🇺🇸","USA"
"202","Porsche","P911.DE","$75.50 B","$82.88","🇩🇪","Germany"
"203","AXA","CS.PA","$75.47 B","$33.51","🇫🇷","France"
"204","Schlumberger","SLB","$75.33 B","$52.80","🇺🇸","USA"
"205","Southern Company","SO","$75.31 B","$69.06","🇺🇸","USA"
"206","Zurich Insurance Group","ZURN.SW","$75.24 B","$514.09","🇨🇭","Switzerland"
"207","Waste Management","WM","$74.86 B","$185.86","🇺🇸","USA"
"208","Bank Central Asia","BBCA.JK","$74.49 B","$0.60","🇮🇩","Indonesia"
"209","CME Group","CME","$73.99 B","$205.56","🇺🇸","USA"
"210","Duke Energy","DUK","$73.89 B","$95.88","🇺🇸","USA"
"211","Atlas Copco","ATCO-B.ST","$73.69 B","$13.72","🇸🇪","Sweden"
"212","Arm Holdings","ARM","$73.68 B","$71.87","🇬🇧","UK"
"213","Iberdrola","IBE.MC","$73.43 B","$11.90","🇪🇸","Spain"
"214","Canadian Pacific Railway","CP","$73.33 B","$78.70","🇨🇦","Canada"
"215","Intercontinental Exchange","ICE","$72.92 B","$127.41","🇺🇸","USA"
"216","Mitsubishi Corporation","8058.T","$72.80 B","$17.21","🇯🇵","Japan"
"217","Merck KGaA","MRK.DE","$72.17 B","$166.00","🇩🇪","Germany"
"218","General Dynamics","GD","$72.10 B","$264.23","🇺🇸","USA"
"219","Vinci","DG.PA","$72.03 B","$126.26","🇫🇷","France"
"220","Mercedes-Benz","MBG.DE","$71.49 B","$66.83","🇩🇪","Germany"
"221","Hitachi","6501.T","$71.42 B","$77.08","🇯🇵","Japan"
"222","CrowdStrike","CRWD","$71.30 B","$296.93","🇺🇸","USA"
"223","Investor AB","INVE-B.ST","$71.26 B","$23.33","🇸🇪","Sweden"
"224","Wuliangye Yibin","000858.SZ","$71.24 B","$18.36","🇨🇳","China"
"225","Altria Group","MO","$71.24 B","$40.28","🇺🇸","USA"
"226","Moody's","MCO","$70.81 B","$386.96","🇺🇸","USA"
"227","Marriott International","MAR","$70.65 B","$240.57","🇺🇸","USA"
"228","Walmex","WMMVF","$70.54 B","$4.04","🇲🇽","Mexico"
"229","BYD","002594.SZ","$70.43 B","$24.85","🇨🇳","China"
"230","China Telecom","0728.HK","$70.17 B","$0.51","🇨🇳","China"
"231","CSX Corporation","CSX","$69.96 B","$35.40","🇺🇸","USA"
"232","Canadian Natural Resources","CNQ","$69.75 B","$64.15","🇨🇦","Canada"
"233","Life Insurance Corporation of India (LIC)","LICI.NS","$69.70 B","$11.02","🇮🇳","India"
"234","SK Hynix","000660.KS","$69.65 B","$101.22","🇰🇷","S. Korea"
"235","KDDI","9433.T","$69.29 B","$33.17","🇯🇵","Japan"
"236","Dassault Systèmes","DSY.PA","$69.22 B","$51.74","🇫🇷","France"
"237","Hindustan Unilever","HINDUNILVR.NS","$69.17 B","$29.42","🇮🇳","India"
"238","Colgate-Palmolive","CL","$68.93 B","$83.72","🇺🇸","USA"
"239","Becton Dickinson","BDX","$68.91 B","$237.30","🇺🇸","USA"
"240","Bank of Montreal","BMO","$68.65 B","$95.24","🇨🇦","Canada"
"241","Enel","ENEL.MI","$68.53 B","$6.72","🇮🇹","Italy"
"242","The Saudi National Bank","1180.SR","$68.03 B","$11.45","🇸🇦","S. Arabia"
"243","Rosneft","ROSN.ME","$68.01 B","$6.41","🇷🇺","Russia"
"244","Thomson Reuters","TRI","$67.98 B","$149.25","🇨🇦","Canada"
"245","Snowflake","SNOW","$67.92 B","$206.59","🇺🇸","USA"
"246","PayPal","PYPL","$67.88 B","$62.96","🇺🇸","USA"
"247","ITC","ITC.NS","$67.55 B","$5.41","🇮🇳","India"
"248","BMW","BMW.DE","$67.54 B","$102.51","🇩🇪","Germany"
"249","Sumitomo Mitsui Financial Group","SMFG","$67.11 B","$10.14","🇯🇵","Japan"
"250","ADNOC Gas","ADNOCGAS.AE","$67.08 B","$0.87","🇦🇪","UAE"
"251","State Bank of India","SBIN.NS","$66.91 B","$7.50","🇮🇳","India"
"252","EOG Resources","EOG","$66.85 B","$114.65","🇺🇸","USA"
"253","British American Tobacco","BTI","$66.73 B","$29.84","🇬🇧","UK"
"254","Itōchū Shōji","8001.T","$66.66 B","$45.18","🇯🇵","Japan"
"255","LG Energy Solution","373220.KS","$66.23 B","$283.05","🇰🇷","S. Korea"
"256","National Australia Bank","NAB.AX","$66.12 B","$21.19","🇦🇺","Australia"
"257","U.S. Bancorp","USB","$66.11 B","$42.44","🇺🇸","USA"
"258","Sberbank","SBER.ME","$65.95 B","$3.05","🇷🇺","Russia"
"259","Volkswagen","VOW3.DE","$65.84 B","$125.24","🇩🇪","Germany"
"260","Glencore","GLCNF","$65.51 B","$5.37","🇨🇭","Switzerland"
"261","Northrop Grumman","NOC","$65.43 B","$436.10","🇺🇸","USA"
"262","Atlassian","TEAM","$65.28 B","$253.00","🇦🇺","Australia"
"263","Chipotle Mexican Grill","CMG","$65.18 B","$2,375","🇺🇸","USA"
"264","SoftBank","9984.T","$64.94 B","$44.31","🇯🇵","Japan"
"265","McKesson","MCK","$64.65 B","$485.94","🇺🇸","USA"
"266","Southern Copper","SCCO","$64.24 B","$83.10","🇺🇸","USA"
"267","Itaú Unibanco","ITUB","$64.14 B","$6.54","🇧🇷","Brazil"
"268","Target","TGT","$64.05 B","$138.75","🇺🇸","USA"
"269","Nintendo","7974.T","$63.99 B","$54.78","🇯🇵","Japan"
"270","NetEase","NTES","$63.84 B","$98.99","🇨🇳","China"
"271","SABIC","2010.SR","$63.79 B","$21.26","🇸🇦","S. Arabia"
"272","Siemens Healthineers","SHL.DE","$63.60 B","$56.44","🇩🇪","Germany"
"273","Stellantis","STLA","$63.52 B","$21.04","🇳🇱","Netherlands"
"274","Brookfield Corporation","BN","$63.22 B","$40.50","🇨🇦","Canada"
"275","Recruit","6098.T","$62.80 B","$40.31","🇯🇵","Japan"
"276","Postal Savings Bank of China","601658.SS","$62.07 B","$0.66","🇨🇳","China"
"277","FedEx","FDX","$61.94 B","$247.90","🇺🇸","USA"
"278","Ferrari","RACE","$61.79 B","$342.65","🇮🇹","Italy"
"279","London Stock Exchange","LSEG.L","$61.62 B","$113.03","🇬🇧","UK"
"280","DBS Group","D05.SI","$61.35 B","$23.79","🇸🇬","Singapore"
"281","Larsen & Toubro","LT.NS","$61.34 B","$44.63","🇮🇳","India"
"282","Santander","SAN","$61.09 B","$3.84","🇪🇸","Spain"
"283","Phillips 66","PSX","$60.98 B","$138.62","🇺🇸","USA"
"284","Oriental Land","4661.T","$60.96 B","$37.22","🇯🇵","Japan"
"285","Nongfu Spring","9633.HK","$60.95 B","$5.42","🇨🇳","China"
"286","Housing Development Finance Corporation","HDFC.NS","$60.87 B","$32.88","🇮🇳","India"
"287","O'Reilly Automotive","ORLY","$60.71 B","$1,026","🇺🇸","USA"
"288","Chugai Pharmaceutical","4519.T","$60.67 B","$36.90","🇯🇵","Japan"
"289","Cintas","CTAS","$60.67 B","$598.50","🇺🇸","USA"
"290","Marathon Petroleum","MPC","$60.58 B","$159.55","🇺🇸","USA"
"291","lululemon athletica","LULU","$60.55 B","$479.89","🇨🇦","Canada"
"292","Parker-Hannifin","PH","$60.36 B","$469.89","🇺🇸","USA"
"293","PNC Financial Services","PNC","$60.33 B","$151.58","🇺🇸","USA"
"294","Mitsui Bussan","8031.T","$60.31 B","$40.01","🇯🇵","Japan"
"295","Amphenol","APH","$60.16 B","$100.55","🇺🇸","USA"
"296","Marvell Technology Group","MRVL","$59.78 B","$69.16","🇺🇸","USA"
"297","Vale","VALE","$59.65 B","$13.87","🇧🇷","Brazil"
"298","Aon","AON","$59.60 B","$297.69","🇬🇧","UK"
"299","TransDigm","TDG","$59.54 B","$1,071","🇺🇸","USA"
"300","Dell","DELL","$59.37 B","$84.06","🇺🇸","USA"
"301","Fortescue","FMG.AX","$59.36 B","$19.28","🇦🇺","Australia"
"302","Roper Technologies","ROP","$59.30 B","$555.16","🇺🇸","USA"
"303","Enterprise Products","EPD","$59.14 B","$27.23","🇺🇸","USA"
"304","Constellation Software","CSU.TO","$58.58 B","$2,765","🇨🇦","Canada"
"305","Munich RE (Münchener Rück)","MUV2.DE","$58.15 B","$427.15","🇩🇪","Germany"
"306","Monster Beverage","MNST","$57.92 B","$55.68","🇺🇸","USA"
"307","Air Products and Chemicals","APD","$57.92 B","$260.64","🇺🇸","USA"
"308","DHL Group (Deutsche Post)","DHL.DE","$57.67 B","$48.41","🇩🇪","Germany"
"309","Midea","000333.SZ","$57.44 B","$8.17","🇨🇳","China"
"310","Trane Technologies","TT","$57.43 B","$252.40","🇮🇪","Ireland"
"311","Alimentation Couche-Tard","ATD.TO","$57.35 B","$59.52","🇨🇦","Canada"
"312","Heineken","HEIA.AS","$57.25 B","$100.51","🇳🇱","Netherlands"
"313","Apollo Global Management","APO","$57.09 B","$100.59","🇺🇸","USA"
"314","Freeport-McMoRan","FCX","$57.05 B","$39.79","🇺🇸","USA"
"315","Daiichi Sankyō","4568.T","$56.40 B","$29.42","🇯🇵","Japan"
"316","Ecolab","ECL","$56.30 B","$197.48","🇺🇸","USA"
"317","Saudi Telecom Company","7010.SR","$56.18 B","$11.15","🇸🇦","S. Arabia"
"318","Scotiabank","BNS","$56.00 B","$46.14","🇨🇦","Canada"
"319","Charter Communications","CHTR","$55.80 B","$377.24","🇺🇸","USA"
"320","America Movil","AMX","$55.66 B","$17.85","🇲🇽","Mexico"
"321","NXP Semiconductors","NXPI","$55.51 B","$215.37","🇳🇱","Netherlands"
"322","Westpac Banking","WBC.AX","$55.27 B","$15.78","🇦🇺","Australia"
"323","Intesa Sanpaolo","ISP.MI","$54.80 B","$3.00","🇮🇹","Italy"
"324","Motorola Solutions","MSI","$54.73 B","$327.32","🇺🇸","USA"
"325","Autodesk","ADSK","$54.39 B","$254.26","🇺🇸","USA"
"326","Bank Rakyat Indonesia","BBRI.JK","$54.19 B","$0.35","🇮🇩","Indonesia"
"327","Universal Music Group","UMG.AS","$54.16 B","$29.70","🇳🇱","Netherlands"
"328","Republic Services","RSG","$53.98 B","$171.57","🇺🇸","USA"
"329","Norfolk Southern","NSC","$53.97 B","$235.08","🇺🇸","USA"
"330","Bank of Communications","601328.SS","$53.94 B","$0.84","🇨🇳","China"
"331","Emerson","EMR","$53.76 B","$94.08","🇺🇸","USA"
"332","Lukoil","LKOH.ME","$53.67 B","$76.53","🇷🇺","Russia"
"333","Honda","HMC","$53.67 B","$33.20","🇯🇵","Japan"
"334","Pioneer Natural Resources","PXD","$53.60 B","$229.45","🇺🇸","USA"
"335","Bajaj Finance","BAJFINANCE.NS","$53.46 B","$86.55","🇮🇳","India"
"336","Meituan","3690.HK","$53.40 B","$8.61","🇨🇳","China"
"337","ANZ Bank","ANZ.AX","$53.12 B","$17.70","🇦🇺","Australia"
"338","3M","MMM","$52.94 B","$95.82","🇺🇸","USA"
"339","Simon Property Group","SPG","$52.84 B","$140.84","🇺🇸","USA"
"340","Paccar","PCAR","$52.79 B","$100.89","🇺🇸","USA"
"341","Capital One","COF","$52.44 B","$137.87","🇺🇸","USA"
"342","MetLife","MET","$51.98 B","$70.23","🇺🇸","USA"
"343","ENI","E","$51.67 B","$32.22","🇮🇹","Italy"
"344","HCL Technologies","HCLTECH.NS","$51.31 B","$18.95","🇮🇳","India"
"345","Reckitt Benckiser","RKT.L","$51.28 B","$71.90","🇬🇧","UK"
"346","Fortinet","FTNT","$51.04 B","$66.48","🇺🇸","USA"
"347","Banco Bilbao Vizcaya Argentaria","BBVA","$50.99 B","$8.74","🇪🇸","Spain"
"348","Kering","KER.PA","$50.94 B","$415.65","🇫🇷","France"
"349","Public Storage","PSA","$50.89 B","$288.66","🇺🇸","USA"
"350","Tokio Marine","8766.T","$50.87 B","$25.73","🇯🇵","Japan"
"351","Occidental Petroleum","OXY","$50.86 B","$57.96","🇺🇸","USA"
"352","Truist Financial","TFC","$50.19 B","$37.64","🇺🇸","USA"
"353","Arthur J. Gallagher & Co.","AJG","$50.05 B","$231.00","🇺🇸","USA"
"354","National Grid","NGG","$50.01 B","$67.23","🇬🇧","UK"
"355","Carrier","CARR","$49.92 B","$55.58","🇺🇸","USA"
"356","Cement Roadstone Holding","CRH","$49.66 B","$70.19","🇮🇪","Ireland"
"357","Aflac","AFL","$49.35 B","$84.46","🇺🇸","USA"
"358","Hilton Worldwide","HLT","$49.18 B","$191.78","🇺🇸","USA"
"359","American International Group","AIG","$48.66 B","$69.32","🇺🇸","USA"
"360","Novatek","NVTK.ME","$48.62 B","$15.99","🇷🇺","Russia"
