Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-23 00:00:00-04:00,101.9704583406549,106.26003756449907,101.46274160839002,103.74046325683594,835065000,0.0,0.0
2024-05-24 00:00:00-04:00,104.39008586204577,106.41494412748668,102.94190563238328,106.40895080566406,429494000,0.0,0.0
2024-05-28 00:00:00-04:00,110.18181155048528,114.87416266382655,109.821015139746,113.83674621582031,652728000,0.0,0.0
2024-05-29 00:00:00-04:00,112.98623828974068,115.42685462015827,110.83844833840384,114.7602310180664,557442000,0.0,0.0
2024-05-30 00:00:00-04:00,114.58532839037406,115.75366768594493,109.60114200461162,110.43766784667969,484553000,0.0,0.0
2024-05-31 00:00:00-04:00,112.45652422078095,112.65341931534381,106.879677688503,109.57115936279297,613263000,0.0,0.0
2024-06-03 00:00:00-04:00,113.55691490102478,114.93513488769531,111.93982368190672,114.93513488769531,438392000,0.0,0.0
2024-06-04 00:00:00-04:00,115.65073625073813,116.53423270815343,113.98067349692546,116.37132263183594,403324000,0.0,0.0
2024-06-05 00:00:00-04:00,118.30424338003813,122.37993877462908,117.40175277551737,122.3709487915039,528402000,0.0,0.0
2024-06-06 00:00:00-04:00,123.97803133753258,125.51616477932996,118.25326519915947,120.92975616455078,664696000,0.0,0.0
2024-06-07 00:00:00-04:00,119.70244332667052,121.62336396697008,117.95543577009146,120.81981658935547,412386000,0.0,0.0
2024-06-10 00:00:00-04:00,120.3021010809677,123.0305567964374,116.94399587339676,121.72129821777344,313434100,0.0,10.0
2024-06-11 00:00:00-04:00,121.71131653242202,122.81079255068147,118.68277788836801,120.85173797607422,222551200,0.01,0.0
2024-06-12 00:00:00-04:00,123.00068056366068,126.81883895418588,122.5109188871281,125.1396484375,299595000,0.0,0.0
2024-06-13 00:00:00-04:00,129.32763594350715,129.7374419918796,127.09871503024357,129.5475311279297,260704500,0.0,0.0
2024-06-14 00:00:00-04:00,129.89737910282292,132.7759808624214,128.2581700274141,131.8164520263672,309320400,0.0,0.0
2024-06-17 00:00:00-04:00,132.92592665460285,133.66556033801308,129.5175660413327,130.91688537597656,288504400,0.0,0.0
2024-06-18 00:00:00-04:00,131.07678620278367,136.26428691629846,130.62700616579136,135.5146484375,294335100,0.0,0.0
2024-06-20 00:00:00-04:00,139.73263779444994,140.69216665961412,129.45759262565218,130.71697998046875,517768400,0.0,0.0
2024-06-21 00:00:00-04:00,127.05873301556977,130.56704338903992,124.24009251378381,126.50899505615234,649445800,0.0,0.0
2024-06-24 00:00:00-04:00,123.18059459700767,124.40000776140424,117.98310411428992,118.05307006835938,476060900,0.0,0.0
2024-06-25 00:00:00-04:00,121.14159285282038,126.43904192857353,119.2625015362155,126.02923583984375,414192600,0.0,0.0
2024-06-26 00:00:00-04:00,126.06922189761302,128.05826088696048,122.54092403749853,126.33909606933594,362975900,0.0,0.0
2024-06-27 00:00:00-04:00,124.04018440835473,126.34907621355548,122.86075284303976,123.93023681640625,252571700,0.0,0.0
2024-06-28 00:00:00-04:00,124.5199608102888,127.6484495693471,122.69084094404647,123.48046112060547,315516700,0.0,0.0
2024-07-01 00:00:00-04:00,123.41050281013469,124.7798377464592,118.77273936918628,124.24010467529297,284885500,0.0,0.0
2024-07-02 00:00:00-04:00,121.07162680437523,123.35053451744282,120.97167651778796,122.61088562011719,218374000,0.0,0.0
2024-07-03 00:00:00-04:00,121.60136576540062,128.21817016601562,121.30150730962696,128.21817016601562,215749000,0.0,0.0
2024-07-05 00:00:00-04:00,127.31861959456383,128.7879201254304,125.6194417846086,125.76937103271484,214176700,0.0,0.0
2024-07-08 00:00:00-04:00,127.42855719345991,130.70698288369695,126.97877711018438,128.13821411132812,237677300,0.0,0.0
2024-07-09 00:00:00-04:00,130.28719371816868,133.7555228326683,128.58800070420872,131.3166961669922,285366600,0.0,0.0
2024-07-10 00:00:00-04:00,133.965420342518,135.03491211498738,132.35619546389498,134.84500122070312,248978600,0.0,0.0
2024-07-11 00:00:00-04:00,135.68457428967133,136.08437540615716,126.98877036890757,127.3386001586914,374782700,0.0,0.0
2024-07-12 00:00:00-04:00,128.1981955828636,131.85643576222122,127.15870339191848,129.177734375,252680500,0.0,0.0
2024-07-15 00:00:00-04:00,130.49707086610906,131.3266726567918,127.11870268784229,128.3780975341797,208326200,0.0,0.0
2024-07-16 00:00:00-04:00,128.37810993499286,128.97781165688778,124.51996937686796,126.29911041259766,214769500,0.0,0.0
2024-07-17 00:00:00-04:00,121.29151734126509,121.7912763806817,116.66375138152577,117.93313598632812,390086200,0.0,0.0
2024-07-18 00:00:00-04:00,121.79127496540796,122.34101295266511,116.50382347473696,121.0316390991211,320979500,0.0,0.0
2024-07-19 00:00:00-04:00,120.29200868477562,121.5414063811811,117.31344884694725,117.87317657470703,217223800,0.0,0.0
2024-07-22 00:00:00-04:00,120.29199609290939,124.01020446831424,119.80223438238662,123.48046112060547,258068900,0.0,0.0
2024-07-23 00:00:00-04:00,122.72083281792666,124.62991607602876,122.04116019537173,122.53092193603516,173911000,0.0,0.0
2024-07-24 00:00:00-04:00,119.11255773987328,119.89218055655165,113.38532389383315,114.19493103027344,327776900,0.0,0.0
2024-07-25 00:00:00-04:00,112.98553468596138,116.57380125064698,106.2487843652558,112.22589874267578,460067000,0.0,0.0
2024-07-26 00:00:00-04:00,116.13401264402222,116.14400233469152,111.52623350707361,113.0055160522461,293399100,0.0,0.0
2024-07-29 00:00:00-04:00,113.63521076393421,116.22395888086476,111.24636320886141,111.53621673583984,248152100,0.0,0.0
2024-07-30 00:00:00-04:00,111.46624662712419,111.93602131829121,102.49057904635741,103.68000793457031,486833300,0.0,0.0
2024-07-31 00:00:00-04:00,112.84559062727486,118.28296369436077,110.82655987338046,116.9636001586914,473174200,0.0,0.0
2024-08-01 00:00:00-04:00,117.47335365334001,120.10209097077005,106.75851907796755,109.15736389160156,523462300,0.0,0.0
2024-08-02 00:00:00-04:00,103.70999693537759,108.66760564065457,101.32114936142939,107.21829986572266,482027500,0.0,0.0
2024-08-05 00:00:00-04:00,92.01563932136813,103.3601765320247,90.64630432334224,100.40159606933594,552842400,0.0,0.0
2024-08-06 00:00:00-04:00,103.78996196090817,107.65809998114993,100.50155392872522,104.19976806640625,409012100,0.0,0.0
2024-08-07 00:00:00-04:00,107.75803154331864,108.74755983917498,98.64243239882663,98.8623275756836,411440400,0.0,0.0
2024-08-08 00:00:00-04:00,101.95084829679239,105.44916171874115,97.47300376138202,104.91941833496094,391910000,0.0,0.0
2024-08-09 00:00:00-04:00,105.58909444979487,106.54863093775165,103.3801603016259,104.69952392578125,290844200,0.0,0.0
2024-08-12 00:00:00-04:00,106.26877223508454,111.01648357411331,106.20880358471621,108.96746826171875,325559900,0.0,0.0
2024-08-13 00:00:00-04:00,112.38580888904526,116.1739831093698,111.52622277964618,116.08402252197266,312646700,0.0,0.0
2024-08-14 00:00:00-04:00,118.4728819117515,118.54284787534027,114.0150319977807,118.02310180664062,339246400,0.0,0.0
2024-08-15 00:00:00-04:00,118.70277375276062,123.180610648127,117.41339446628129,122.80079650878906,318086700,0.0,0.0
2024-08-16 00:00:00-04:00,121.88123896431732,124.93976189528415,121.12160307679298,124.51996612548828,302589900,0.0,0.0
2024-08-19 00:00:00-04:00,124.22010290586175,129.93734741210938,123.36051676677039,129.93734741210938,318333600,0.0,0.0
2024-08-20 00:00:00-04:00,128.33812230971984,129.81742012912812,125.82933728380516,127.18868255615234,300087400,0.0,0.0
2024-08-21 00:00:00-04:00,127.25863301570179,129.28766098618868,126.59895509298427,128.4380645751953,257883600,0.0,0.0
2024-08-22 00:00:00-04:00,129.95734653679833,130.68699047324503,123.04067554756361,123.68036651611328,376189100,0.0,0.0
2024-08-23 00:00:00-04:00,125.79934477343178,129.53754784197983,125.15965381933411,129.30764770507812,323230300,0.0,0.0
2024-08-26 00:00:00-04:00,129.50756494551362,131.19673768949764,124.31006635411407,126.39905548095703,331964700,0.0,0.0
2024-08-27 00:00:00-04:00,124.98974063480068,129.1377346219971,123.82029866993177,128.23817443847656,303134600,0.0,0.0
2024-08-28 00:00:00-04:00,128.05825393148814,128.26815944285755,122.580899020736,125.54946899414062,448101100,0.0,0.0
2024-08-29 00:00:00-04:00,121.30151255769351,124.37003270157089,116.65375204642187,117.5333251953125,453023300,0.0,0.0
2024-08-30 00:00:00-04:00,119.47239604079388,121.69132742002542,117.16351169383461,119.3124771118164,333751600,0.0,0.0
2024-09-03 00:00:00-04:00,115.95410239434622,116.15400297350318,107.2383029304614,107.94795989990234,477155100,0.0,0.0
2024-09-04 00:00:00-04:00,105.3592035946603,113.21540862229497,104.06982436712501,106.1588134765625,372470300,0.0,0.0
2024-09-05 00:00:00-04:00,104.93940145906154,109.5971593888533,104.70951657024186,107.15833282470703,306850700,0.0,0.0
2024-09-06 00:00:00-04:00,107.98792932713482,108.09787692095124,100.90134249947533,102.78044128417969,413638100,0.0,0.0
